user_id,bayesian_rating,appid
howea,7.0,36218
VladtheInsane,6.0,11
ilRizzus,5.0,12747
AndyP123,10.0,2181
jt3wines,5.0,1269
kwash,8.0,12942
ferstagerov,5.0,220520
Hijacker,7.5,3201
SeanXor,6.0,181331
grandhighpuba,6.0,10167
Shogunstein,7.0,293556
Rune,6.0,73439
Rumbelow,6.1,286096
LordChanter,8.0,12333
Gianowen,7.0,40628
in8nirvana,9.5,247763
r3n3,8.0,183394
schmittrs,9.0,267127
Marcin Marchlewski,6.0,73369
cokasaki,9.0,7865
Base the Bass,4.5,37461
Rumblejack,7.0,242569
eliwood_sain,8.0,10547
staciaseaman,8.0,201248
stormwaffle,4.0,172225
dankemanatee,7.0,134726
samlamiam,6.0,13511
Gabriele_123,7.0,110327
darthnooch,5.0,143884
marcosdombroski,7.0,39856
killakalves,8.5,119890
firstfletch,6.5,147020
eatyourdasein,8.0,3125
jerryyeti,8.0,11
Mehrine,6.39,100901
MisterBP,5.0,76681
Tikigod,3.0,172310
Hastati,7.0,256066
JustinA,7.5,146021
Bearpaw,6.5,132531
bbhalla,9.0,45986
zachcarter,6.0,280136
Orsino71,8.5,13308
sanz33,7.0,236217
chaosblack,6.0,1829
Kehmh,7.0,65244
djohannsen,8.0,150376
layolayo,8.0,143157
patal354,7.0,432
Big_Masi,7.0,205637
Satyne666,7.0,200147
Racers66,7.0,118610
BigWoo,5.0,997
julie_von_tapse,7.0,267319
Rayzou,9.5,126163
woodenant,7.0,209685
Sixpointer,7.5,201
theansweris4ty2,7.0,183251
KerouVim,7.0,23258
fabricefab,8.5,7805
Bifurcator,10.0,146278
Akashin,7.0,173346
NLSpelerNL,5.0,2093
Demiss,7.7,150658
R M Chair   General,7.5,3685
OakMantle,8.5,155068
svalladolid,6.0,256541
NecroChan,10.0,154880
gorkimus,6.0,143884
Look_its_flippo,6.0,2655
jacobkalinski,8.7,3
Phyriel,6.0,192457
NarrowPath,10.0,125618
Doomsdarkseid,8.0,138161
thoia,6.0,32382
kawdjer,8.0,230305
Prodromoi,9.0,240
kilgonlua77,7.4,27940
usiandrew,10.0,26697
pitch069,9.0,169786
MithrasSWE,7.0,48726
michaelbridge,4.0,1258
d2zl,7.0,261831
ensis84,6.0,113294
laycelin,8.0,40769
JasonSaastad,2.0,1837
kzinti,9.0,199269
The_puritan,8.0,170042
Steelfencing,9.0,43111
bgg2018,7.0,173156
smiley1017,5.5,202732
foksieloy,10.0,37301
beppe_canola,6.5,176396
gamesnbikes,7.0,123540
blobmob,6.8,127784
seefilms,6.0,1258
tezetto,5.0,41835
geobaldi5,7.5,156840
jrallen7,3.0,183840
Neferim,8.0,188866
thedjbillyt,8.0,106217
elphick,6.0,163412
alpinegamer,7.0,196340
skerr1,7.0,163641
ahazperutz,4.5,266192
dakerr,6.0,3354
magicman6173,6.0,32341
Doccabet,7.5,139976
aciosek,6.5,123260
burningmilkmaid,10.0,174430
PrinceMychkine,9.0,180263
Mearmada,8.5,255659
rayzg,3.0,151347
damonstea,6.5,209778
vanal,5.0,908
Llyrm,8.0,84876
Rabbi2,6.0,1927
pastabatman,8.0,124361
pexex,7.0,103885
kounotori,8.0,224517
dontfeedjay,4.0,22019
iGotGame,7.0,2453
brito,8.5,172386
viszla,8.0,163412
shouit,8.0,65781
DFu4ever,7.5,35614
brianneises,6.0,168998
Codyandthefear,10.0,266192
MarkusLarrimore,7.0,132372
40thann,6.0,6541
homebrew22,8.0,113924
B.A.Nerd,8.0,2986
Enjsalo,6.0,121921
fjs0814,7.0,9203
rhox,7.0,66171
TheMadNavigator,10.0,3076
strangebrewfellows,7.0,133848
Tayree,8.0,154428
Stein,7.0,103666
drontnet,4.0,822
bobpazjr,6.0,166298
leffe dubbel,6.0,12318
Hagaf22,8.5,34635
muppetmaster,6.0,9220
Satch83,6.0,192860
cybercount,6.0,156062
jbelis,7.0,265285
Zoogi,4.0,823
Mark.Watson,8.0,2063
Xenir87,7.0,478
SWxNW,4.0,73439
oceano,9.0,59959
PYREST,7.0,181293
ariel3,7.0,150376
Grandone81,7.0,128671
Yukiru,9.0,254640
merrin,6.0,129622
Scavinger,8.0,156546
BJZSN,6.0,133038
Pelillo,9.0,167791
ccgfarmer,5.0,70323
LiberatorX1,9.0,285157
sourz31,8.9,230802
Smurk,8.0,162082
mdawg,6.0,41010
AVLivandovsky,8.0,158899
Akaron,9.0,193738
davidyokota,5.0,590
JackExplicador,6.5,86955
pylgrim,8.0,155426
ansi,4.0,1927
mascahierro,8.5,161866
johnjon,3.5,182874
JediPrzemo,5.5,156737
crazymongrel,7.0,2655
JBM Karens,6.5,1406
Gushyzen23,8.6,97207
AHShole,9.0,2516
Fremen,7.0,66188
qzhdad,6.5,172546
mrsvedo,9.0,230933
Wanjajoral,7.0,354
BadPritt,5.0,1644
SillyCon,8.0,69789
CmdrOverbite,5.0,592
tanis,6.5,5825
boardmathias,5.0,143882
randywombat,7.0,12942
Haagnbus922,5.0,157815
Wizbam,8.0,1406
artvandelay71,9.0,9209
TrueMisterSix,8.0,168917
Geralt_,9.0,254017
MichaelB,7.0,136888
Akke,8.0,169
markcp,6.0,124708
jeremello,7.0,273477
Morbino,8.0,18
StagBG,7.0,144733
crazy_dragon,6.0,17710
sandboy76,8.0,2165
ConnectMore,8.5,154809
orangedotgreen,8.0,14996
TorresRojas,10.0,167791
relfy,5.5,184921
Scorpionking,8.5,12333
kissu,7.0,158886
Germs1040,7.0,68448
drazkor,6.0,2397
Megan_Hunter,10.0,714
renard,7.0,15817
Synelix,6.0,33154
Posco,5.8,31336
Disrupt19,8.0,160477
average_joe,6.47288,1234
watoop,7.0,160851
MadMax,7.5,128621
Ykoops_,8.0,172
pyrobuzz,8.0,12942
fortiche,7.0,3059
ksaarto,8.0,140603
Ethres,7.0,38275
Stylemys,5.0,209685
lukasbrall,9.0,191189
Eggo,7.0,718
zoumpixtouli,8.0,13642
Gunner Joe,7.0,5862
holepuncher,8.5,18833
MrGunz,4.0,1406
liz11L,9.0,188834
Bostrup,6.0,146418
Quartez,6.0,104162
Icarus8028,7.0,207830
getsumaiki,7.0,72321
tavlas,5.0,27532
RepelloMuggeltum,7.0,21790
achillesm,10.0,229853
Saviuz,7.0,53953
rcaffee,7.6,256730
s_d_j,9.0,38453
GigaBoard,8.0,209010
greshym,6.5,277
Brakus,7.0,162114
Riever32,7.0,178900
Grohm,7.0,182960
Perlipopo,6.2,16497
JCDisciple,8.5,192291
magiccman,7.0,168436
Ruen270,7.0,162886
DanLabute,8.0,72125
uday_pgr,10.0,128882
gozertheg,8.0,156546
ptasiek,6.0,140997
spellenclub ST,6.63,251678
haplo103,8.0,70323
klee32,7.0,204583
Riivaa,7.0,173200
Green Booze,9.0,193214
gargorigoglu,7.5,198454
jayzen,8.0,122515
redgamer,3.0,2956
nosneb,7.0,72125
Kane Driscol,6.0,1293
pete51192,6.0,5314
piotrveliki,5.5,16432
MTT191,9.0,266192
Heraziel,7.0,634
decterous,8.0,53953
Carnivale,8.0,380
S_A_T_S,5.0,161866
FrAnkX0r88,6.75,15818
tsias,7.0,15987
noctem313,8.0,278
Moofasa,7.5,104006
brunogaia,7.0,172560
Jules_Sto,4.0,938
8thDay,7.0,31481
willpell,3.0,11901
Sharv 2.0,8.0,188920
styren,8.0,234487
Sergeii99,8.0,205896
rplea,8.0,368
sandymount,10.0,68448
JerichoBronco,5.0,2243
murdats,8.0,194594
jme198,7.0,17053
col_w,3.0,9573
IcemanAgent,7.0,2511
cdc1968,9.5,122515
matera,8.0,22345
jdclewis,10.0,91312
hervan,9.0,31260
machiavelli,6.0,154203
Qeester,3.5,108044
littlegorgor,6.5,31105
Mokona,5.0,19991
Stengray,4.0,269207
Saintis,9.0,40834
lepo,9.0,555
DarrenGrey,7.0,28143
Wurzelsepp,1.0,4492
Pudsy,5.5,12995
kristalee,6.0,9209
Bruxter,7.5,110327
Real Nito Games,8.0,157354
brandonmoon,7.5,204583
Radziecki,9.0,12493
carlo,5.0,506
KubaGizmo,8.0,96713
Ldayjones,6.0,66362
wgiammona47,8.0,162886
Dyspara,7.0,131357
Demonking82,9.0,164928
Royds,7.5,94389
Anema,10.0,205059
moramis,7.0,40769
biohazard930,5.0,4318
lordbulb,7.0,238164
ronfreda,7.5,8757
Pola,5.0,3269
Udavish,7.0,244522
Bazdin,9.0,174430
mptklein,6.0,229453
MisterEnigma,10.0,170216
damag73,10.0,173346
Ni_Le,4.0,284760
Djwillow,8.0,40692
AJGakaSloth,8.0,195856
ceenan,6.0,203993
Korporejszyn,9.0,103343
Toymaker59,8.0,65244
forza1971,7.0,286735
nighti,5.0,121073
Geirerik,7.0,87929
hihimorton,7.0,31730
Spark,7.0,554
Lankelote,7.0,117959
pbrown1224,6.0,1797
Meat Muppet,6.0,194655
ptd99uk,5.0,1958
hungmarcok,8.5,30869
MichaelDyrud,7.0,559
HERMES33,8.0,205716
Devin Herron,8.0,84876
krisclark0,6.0,203430
silentb0b,6.0,179973
Drahzar,8.0,171668
Vulterin,6.0,157526
StalkingButler,4.0,252265
garyosu,10.0,175914
LordNicenstein,8.0,3076
Red Wine Pie,7.2,27364
JonePT,8.0,123540
Taxers,7.0,1116
zjhomrighaus,9.0,123260
MrEnigma,8.0,155426
Helamaster,8.4,171879
wolfzell,7.0,13
howaa,7.0,31624
nemocorp,9.0,164928
Jesseferreira,8.0,181304
AkiTetsuya,10.0,219638
Smoke DAS,6.0,2394
TiVophile,9.5,48726
Yves Tourigny,7.5,69789
Fleisch40k,8.0,70323
BardLee4,9.0,126163
Gibmaatsuki,6.0,9203
R1zzo,8.0,171131
joshtogo,6.8,142084
pikaia,6.8,110277
SchiraFamily,3.0,320
CharlieAyers,5.0,276880
kohavim,7.0,14996
GreatWolf,8.0,175621
cjgrayso,8.0,157001
Bkoons,8.0,146886
grendelsbayne,6.5,183251
MonkeySkunks,9.0,37046
controlledinsanity,3.0,257499
xanthie,7.0,269789
ColtsFan76,10.0,122515
leffe dubbel,4.0,3771
quickfics,6.5,103883
Quazeye,6.0,74
fegain,8.0,45
OlBlue,6.0,36218
dasbeet,9.0,27708
Dan006,9.0,156009
mlb13,7.5,213492
rudygalfi,6.5,70323
Jettosan,8.0,30549
DirtyHaribo,6.0,171662
ThinkTank,7.0,17710
EthanEde,10.0,55690
pete100,5.0,127024
franollie,9.0,40393
Socrates1,6.0,200853
GhostWolf69,6.0,193557
NalumTei,8.0,100901
Vidare,8.0,213893
MendyTorres,6.0,150376
LonerVamp,7.5,129622
Sizzla,7.0,199478
MyUniverse,6.0,204583
nicktaruffi,8.0,552
paulrbolton,2.0,147949
ondrej,10.0,712
Yooreck,6.0,143741
acolby2,8.0,230802
Biker1999,6.0,1471
jodymoore,9.0,1345
Joel2014,2.0,226519
forestswillecho,6.0,107529
dacsmore,4.0,18602
pl_y,6.0,207729
squiffles,7.4,27162
kctoby101,8.0,179275
BoardgamePrices,8.0,12942
jollyholiday,8.5,4390
gabesterx,9.0,21050
gafik,6.0,12761
codyhvt,6.9,50381
mhostile,9.0,39332
Ptysiu,4.0,39564
sador42,8.0,187687
eddiemun,8.0,36218
Palladinus,7.5,82168
geschichte,8.0,4218
KennethMcKnight,7.0,119193
lionandlamb,7.0,8166
Hiroshi Urayama,5.0,20050
Dylan Dog,8.0,113294
Bigblack622,2.0,33196
Fabio_Molinari91,8.0,158899
RoGoMa,10.0,181370
polycrafty,3.0,181
boothestar,8.0,2398
remus,8.5,224037
ChWendt,8.0,17133
miftil,6.0,39856
Arielleao,10.0,102794
oz8118,2.0,1258
evithess,6.8,93724
korkydorch,7.0,5641
randrac,7.0,697
tonygirony,8.0,194232
MrQeu,6.0,148381
goatboy666,5.2,75
Boscrossos,7.0,73171
cbjphoto,7.0,432
pevi,7.0,72125
alarii,3.0,31627
rhouserjr,7.0,4636
ColtsFan76,9.0,229853
nster1,8.0,103343
speavy,4.5,99219
NoXXIII,8.0,30549
insyte23,9.0,70919
WJRGamer,7.0,96848
Daniel A L,7.48,822
LunaWolvesMan,8.0,31999
titan21,10.0,129294
Vaque,10.0,174430
jamesBundas,8.0,125153
FlashAUA,8.0,287954
luca marcolungo,4.5,2263
remileclair,8.0,28259
LittleWit,8.0,198525
DarrinWilliams,7.0,119591
gifforddale,6.0,12495
JohannaJ,8.0,203420
zenpunk,9.0,143519
Dagoma,5.0,1253
jmdiller,7.0,168435
Burrito,7.0,2087
lets get on board,6.0,134352
b0bfath3r,8.5,122515
Suprsim,7.75,161936
albema05,7.5,30380
chbates,6.0,7316
Sharegrave,10.0,233078
Just_Josh,9.0,16992
NigTonic,4.86,234877
tommasobattista,7.0,154809
jolt_,8.0,147020
felis44,6.0,148228
weloih,7.3,98778
Drunken_Vike,8.0,30549
NFLD,7.0,28089
bloody_newbie,6.4,135
Galapagos,6.0,117891
Laputian,7.0,36218
annec,6.5,1412
fetuma,8.7,221194
alexpdc,6.0,62871
crocos,6.0,71721
Dr Burdie,4.0,103061
josh anderson,4.0,167791
tekisasujin,7.0,228504
Shevwa,6.0,28508
GregAlice,7.0,714
MonkeyOnTheRock,8.0,175155
Smoothsmith,4.0,192934
jpwrunyan,1.0,463
sigmarpriest,8.0,161533
Grildensnork,7.0,18100
Skanadron,8.0,1125
Breadmaster,3.0,2679
sqrl,6.0,9209
odyssey,7.5,19237
atertiarch,8.0,63740
nik592,7.0,128271
joramvandebeld,8.0,3076
madspyron,6.0,182874
Katjka,7.0,143986
Queen of Styx,9.0,20078
wissenlander,5.0,2557
AntoineG,6.0,123491
MrNacho,5.0,37198
frannstein,6.0,92415
mrlong78,6.0,35052
Stevec4815,9.0,36218
RPGShop,6.5,38453
boxoftricks_13,6.0,46396
muyoze,7.0,178900
ewok2000,10.0,248125
Starkiller,3.0,28047
ihan_pihalla,7.0,150145
macfix,6.5,176494
e1deno,6.5,95064
Guyver2402,7.0,158899
francisgod,8.0,179548
the_spy,6.0,141517
Tkhammill,7.2,199561
neoshmengi,8.0,38159
Steve Leach,9.0,123540
macclellan,8.0,199561
jaderaven,8.0,14105
IamtheLaw382,10.0,187645
TB666,7.5,69789
TVeye,7.0,146439
wellevorkanagawa,6.0,122522
Imscar,7.0,12692
sixdegrees,6.5,153999
andrewishi,8.5,183394
Stephan Valkyser,6.3,1380
Forseti,8.0,27848
Aquanine,9.0,5
weijie_88,7.75,54043
drewh451,7.0,2105
plumfield,7.0,65244
montsegur,7.0,63628
themilkcrate,7.0,368
theleengwist,6.5,9209
jacobkalinski,9.0,206718
Ostach,8.0,14996
SJAirshark,8.0,74390
Kryston,6.5,125924
Jaafet,7.0,199
Veuzg,7.0,3228
OrdMantell,6.0,242
tiigrikutzu,7.0,146508
petegrey,7.0,42452
maestroblanco,8.0,25261
kibito85,9.0,237182
wt1989peter,6.0,60131
lupecazaril,6.0,199792
RippedFromTheCrypt,6.0,545
rcphq,8.0,40692
djtake,6.0,127997
DonWalker,8.0,38765
dysjunct,4.0,84159
alaemortis,9.0,91
mickeyjames,8.0,2431
cdcote,8.0,68448
josezombiekillr,5.0,181530
callow,8.0,9209
Bernhard N.,5.5,42487
DrMark,5.0,133528
ChrisAsmadi,8.0,176494
Steve56,6.5,74102
petitprince67,7.0,54
Habilis,8.5,710
yw0419,9.0,31260
Au Paradis du Jeu,8.5,179275
Luke the Flaming,4.0,8946
dcroxton,8.0,12333
Bartinator,6.0,29678
luxorcaw,7.5,144592
Jabby,6.0,438
tk chumper,7.0,25261
IvanOrjuela,8.0,257283
brianmbe,9.0,178900
smithyelliott,7.5,188834
Starsunsky,3.0,10502
SmallPickled,3.0,172225
Savant_Vagabond,5.0,133473
Kelvalt,9.0,283152
martin31415926,9.0,218995
jacausbol,8.0,65244
tekisasujin,7.0,177639
The10DrForever,6.0,66188
Boulderbiker,8.2,170042
Jan X,5.0,110160
gustave154,7.0,264055
Kimtho6,10.0,13
Jani1202,9.0,463
Wentu,7.0,223
Elpazar,7.0,180593
marioymia,6.5,102237
Jintro,8.0,161417
bazibama,7.0,153938
Giannis2,10.0,153938
Guantanamo,8.0,1376
Lazarus72,8.0,164928
timepieces141,7.5,240744
sax11,7.8,3076
Platypus42,9.0,12995
pkhan,8.0,638
bigmac33070,8.45,230802
Billythehut,8.0,124708
tadcooper,8.0,2651
ekling33,7.0,28023
xtremecold,7.0,192291
fattaft23,7.5,135382
Talamare,1.0,168679
lasargo,7.5,10547
Storm007,8.0,31481
Keating603,7.3,157969
DDragos,6.8,284818
fritolay,9.0,155068
jelledaems,5.0,181304
Dallebjorn,10.0,167355
kirisipis,5.0,320
Ender4747,6.0,269752
immmi,8.0,822
Nosphal,7.0,178900
Milika,7.0,147151
Saltboy,8.0,31481
Hatricvs,7.0,822
warta,7.0,180471
tollboothmusic,8.0,15987
murderousness,8.0,54043
leakciM,8.0,173346
quizox,6.5,24417
Ludsuperstar,10.0,169786
Wooz71,8.0,137408
loerzilla,6.5,163412
KRWoods1,6.0,182631
raka86,8.0,263918
Alienated One,5.0,67254
Pigeon34,6.0,1294
halkster14,6.0,227789
musicomaniac,9.0,168215
sevov80,10.0,214296
Aibindrye,9.0,35677
ShEllyDD,6.0,152767
FerimElwin,8.0,41114
BlackEagle30,6.0,3076
stealthmoose12,6.0,386
Funatix,6.0,13
apocatastasi,6.0,98778
Zollone,7.5,8730
gustave154,10.0,238992
Waywardson560,9.0,124708
johnweldy,7.5,233867
Mrhighseas,6.5,10093
K1dN30,5.0,1515
hschroed78,7.0,45315
rebelhr,10.0,148951
Bertipbg,8.0,164928
blackpawl,8.0,202408
JMBAKER0020,8.0,2511
CmdrSunshine,4.0,74
Kolmogorv,6.0,139629
CassetteDeck,7.0,699
dmonfort,7.0,150312
StewingPanda,9.0,257193
stefanmiker,8.0,276205
ebailey,6.0,95
woj_settlers,8.0,165471
josefsallen,6.0,175458
joplick,10.0,224483
aelaster,3.0,137297
Dyuss,5.0,170216
dudejacobson,6.0,163602
enibas642,6.0,34585
adamjthompson00,7.5,174660
GSReis,6.0,137269
boomtron,7.0,118177
Ipecac,7.0,3318
MsDad,8.0,168609
Scrybe,7.0,170604
alessandroramelli,10.0,167791
wrongtrousers,7.0,2779
moramis,5.0,214
dakerr,8.0,7086
Richjaxon,8.0,145588
clarity86,7.0,165948
Ajax,7.0,148532
Strategiespielefreak,10.0,120677
ratovan,8.0,231696
woerlinsel,7.0,145654
SamAndHazel,8.0,1339
carpet2004,7.0,2570
moriarty,7.9,70919
jmathias,7.0,126042
TheDapperHippie,8.0,202077
windy wino,5.0,795
Psyra,8.0,172242
Ksjusha314,8.0,1219
theoclarke,8.0,242302
asterix50,6.0,21930
jackalintern,7.0,1804
etienne_san,7.0,217861
swpeanut,6.7,15062
cyberpianta,7.0,163968
sctreno,7.0,4984
ippala,6.5,91984
e0004252,8.8,135243
embargo,9.0,107529
keybuk,7.0,103343
Prof_TW,8.0,25261
gusnboobs,6.5,137776
Olykos,9.0,12333
Chiller1064,7.0,9910
Greco1979,6.0,197376
Red2112,7.0,10630
Byrne,7.0,204583
Fonyon,10.0,174988
Kythza,7.0,13
tapanther,7.0,1159
MadcapCH,7.0,9209
Carlo Calcio,7.0,201808
EuropaExpress,7.0,10
joebelanger,9.0,1270
blackslack,7.0,192153
RTSnip,8.0,224037
RevSavage,7.0,90137
Longly,9.0,164153
JefferyHunt,8.9,123260
Zwecklos,7.5,118610
ImpendingDoom,8.0,184267
Archidias,10.0,169786
Indy81,6.0,1339
MattMckenzy,5.0,6249
remus,7.0,226518
GilvanBlight,8.0,31260
Cavedog_pdx,10.0,39463
Rock_Cod,4.0,59946
Railanbrandelero,8.4,204583
DamonH,2.0,72482
no_where_dense,1.0,7806
Maunyves,5.0,9609
kalaheo,7.0,178054
wwnormando,8.5,36218
leonej,6.0,195528
Kengi,2.0,113436
pro511,8.0,98778
Jerrytel,5.0,11001
Jbrown14nb,7.5,154203
Sastreman,6.0,9216
gordon1018,10.0,38453
Alfiere,6.0,2392
JasonMatthews,5.0,36373
RiversideQC,8.3,244521
Rominato,5.5,85504
Jon_okrucky,7.0,53093
elrond108,7.5,178900
chaochou,7.0,25037
Wicke83,8.0,233867
Krafty1,9.0,234
thefinaledge,8.0,14996
aleis,10.0,174430
annalyse_de,9.0,102794
elprofeta86,6.0,2375
anarchy,7.0,42776
Wisecow,6.5,70323
SergiJaraiz,5.5,27155
NoirXephon,9.0,11
da_boss,6.0,6752
killblue2,8.5,209010
braddrag,9.0,43443
PeteTruss14,10.0,266192
St0ckpile,2.0,187645
entony917,8.5,68448
dasonisme,6.5,124172
Peter The Rat,6.0,434
ndkid,7.0,72125
Eldritch,8.0,262712
Nik_H,6.0,242
Harpo62,7.0,18
TLHobbes,8.5,18602
califrizzzi,7.0,34119
trawlerman,5.0,12002
Elchdorf_26,9.0,1927
laberate,9.0,157354
radzioslaw,8.0,80006
Neokatan,6.0,129614
Viki3m,6.0,5002
chalkboy8,9.0,143096
fatthon91,6.0,203420
iyutepo,6.0,127023
hart3856,8.0,139976
gurunty,6.0,18745
Riggster,5.0,131835
thenpg,10.0,154246
Colisa,8.0,27746
ryanelkins,7.0,209010
Tezza,7.5,54
lulek84,7.0,127023
specialspecial,9.0,53953
jwillmoss,6.0,11182
Koigo,7.0,116
dierkamp,8.0,60
bigreddog,8.0,191189
YohnJossarian,9.0,199478
Nicopenny,5.05,40692
_Lugas_,10.0,463
Summum,6.0,3
dalehouser,9.0,12493
Bresandor,6.0,27385
BambooZled23,7.0,158899
dipplayer,7.0,177639
tntpiper,9.0,33160
illiterate bookworm,7.0,21791
Euryptus,7.0,30549
awall1990,8.5,178900
Slannhunter,7.0,119788
Mewzor,8.0,31481
Sebsring,8.0,183394
Feisar76,7.8,18
Bin Tran,5.25,146508
azzi_2,6.0,19989
joejenny06,7.0,230303
Dimandia,8.0,169786
mrphildog,8.0,14996
husseinalhelal,7.0,40692
rkumakura,7.0,98778
colormage1,10.0,113294
dyfrgi,3.0,278
Katherinewolf,6.0,2453
rockstar379,7.0,291457
FernandoB,4.0,2122
Torenc,7.0,140
FailOrgana,9.8,205896
Strano,9.0,161533
Swissman80,10.0,17226
Tallburt,10.0,12333
patella,7.0,238546
theborg,7.0,169426
mgperez,7.0,163412
olivierandu,10.0,3318
The Pope,5.0,53953
disneyfreak87,8.0,299047
mirrordude,7.0,171879
jdpries,7.0,215
ben2150,6.0,131357
Mjollnir1975,5.0,24270
ZapJ7,7.0,156129
sebreym,7.0,15817
Harlockian,7.0,10547
henddher,5.0,1149
tro6inson,7.0,432
arch32,6.0,16992
fromthevoid,8.0,180974
travistdale,6.0,2353
hoeskuldr,7.0,153
Iago71,6.0,38992
Tristis,5.5,266192
earliodookie,8.0,46213
Plush,7.0,142557
Chris_S,8.0,822
Jblessed,7.5,225694
gillinemesis,7.0,168433
casem,6.0,171273
MUKid,7.0,1231
smuedeking,7.0,179280
fluc02,5.5,62871
brentmcd,7.0,30869
wickedsailor,7.0,91872
Barticus88,3.2,4792
aerial7,7.0,129731
wvusteel87,8.0,173346
msc000,8.0,15062
shuanfu,6.0,133473
Peerchen,3.0,34127
Shaddy,6.5,5576
Peregrinus92,6.0,172386
Albertoss5,6.0,199561
mrsch,7.0,127398
RICHARD38,9.0,96848
Tyler Mayes,8.5,30549
Landreau007,7.5,175640
Werderfan,8.0,2952
BFTrick,5.0,124361
Mucholulli,10.0,483
charlyeric,6.0,1939
dougadamsau,4.0,2140
Zhovijalno,9.0,102794
stev4uth,7.0,34615
obsidian81,8.0,240567
jettpanda,5.0,140940
jrp_atg,7.0,145659
DBraga2000,7.0,133848
da5idt,7.0,77130
kakupacal,6.0,19643
zpeteman,7.0,39856
christopherdgraves,8.0,161970
clampak,8.0,36218
Alquerque,6.5,2136
modboy,7.5,28723
caleido26,9.0,172287
3RYCK,8.0,37904
Shadow89,6.0,160499
dcremonini,8.0,634
gbounias,8.5,104710
montgoss,7.0,160559
stpitner,9.0,103885
JohntheMonster,7.0,201248
Cmwest,6.5,154246
marjualeon,7.0,137244
joejenny06,6.5,155703
erickleung,9.0,1822
halbert82,3.0,87904
Chrisrob,4.0,542
Sweetslut,7.0,267030
BestCheckedIn,7.0,68448
fdubois,10.0,162022
HumanoIT,5.0,55492
Broken88,8.5,155821
lauradt99,9.0,255360
ColinK,6.0,31260
Mrlegolukey,4.0,5895
DougOrleans,7.0,23598
manick74,8.5,173346
entropystia,10.0,283355
Dragonslayer3000es,10.0,147020
stevepwalker,6.0,3085
Giovanni Tocalli1987,7.0,3076
windsurph,6.0,183394
yzzieQC,7.0,193949
SanderSmets,7.5,44163
Feirhee,9.0,8203
IceFoe,8.0,103686
K85Enz,7.0,140
studset,5.0,669
Arcangelurbano,7.3,258
D4SuX,6.0,25613
Blasphemous hammer,7.4,256382
Blaze79797,7.0,30549
Domlalonde,8.0,178900
letala,7.0,233961
Silver Fang,8.0,155873
Brand1,7.2,156009
syphramis,5.0,37260
makejelone,6.0,185196
Buzz,8.0,5
apenwang,9.0,161936
moggie_r,7.0,986
nevhir,7.0,121297
slinkydink,8.5,9209
hobbes_inc,6.5,27162
grhyman,6.0,193738
grofab,8.0,14996
per42,9.0,252328
Mavohl,8.1,34219
gjjaros,8.0,54137
Schorre,6.5,1261
Aldebaran81,6.5,238834
DonO,5.0,1294
BAYLEYAW,6.0,704
blackbird80,6.4,41003
pisecobabe,8.0,7866
sonea100,7.0,258444
tbass77,7.0,172
vicoro,6.0,188920
Razor84,5.0,3076
soyyorch,6.0,124847
koniecznyarek,10.0,57998
AnEvenWeirderMove,8.0,64826
heroscrape,8.3,10630
MTAKE,7.0,22465
totola,6.0,163805
anubisdeath666,8.0,150376
Davorac,8.0,147253
halkster14,10.0,132531
Rubyskies,7.0,162351
eremor,7.5,257501
Asgren,6.0,113924
RyansProShop,8.0,34635
Ashraam13,7.0,242667
nysmoke,4.0,2770
Thor_Doomhammer,5.0,258
ItsMoony,6.5,172158
Footnote,7.0,231665
Amuk,6.2,136558
meduvea07,7.0,1111
MrSmith,4.0,2083
Heinzehlers,7.0,269595
TomVasel,7.0,17697
kmancheese,6.0,160851
Weltmacht,8.0,266083
Hemingway,4.0,2387
geekedupgaming,7.0,153113
Barkamas,7.0,167791
onegodoneloveoneway,8.0,258
ciderbandit,8.75,45315
Sanosuke06,9.0,193214
LetterChau,7.3,31627
JohnWoo85c,6.5,158851
garrylloyd,7.0,38984
zmcconahy,8.0,183394
ChuckCannon,4.0,1302
lifesgood14,6.8,264806
firewindshadow,7.0,163413
browncub,7.0,39206
russ,8.0,17298
meatpuppet,8.0,65673
npayne80,6.25,1260
TheDhat,4.0,11028
Pelijan,6.5,12902
PBeakley,7.5,90137
tempar,5.0,187653
Zubb,7.0,21241
Tree11,5.0,35677
warta,7.0,249817
vasto,6.1,41114
edhuhwins,9.0,178900
GilvanBlight,7.0,180771
Tom de Rijk,5.0,19349
Haglegnomen,6.0,131835
Pandakai,3.0,19370
TropicalPinguin,10.0,154203
arpagmenos,8.0,239188
meckii,8.0,244049
nyhotep,5.0,22843
Arggg,5.0,105199
Mack1993,5.0,227072
Iskari,7.0,113924
PeterM2158,7.0,37904
Lambrace,8.0,233867
MikVen31,8.0,133473
nyicris,6.0,84469
gurunty,9.0,123260
coolpapa,8.5,8051
Lidjan,9.0,167355
cosarara,7.0,71
rafa_str,6.5,209778
mrlazy1997,5.0,334
whaggardjr,8.0,18602
WJRGamer,3.0,2471
afonsobe,7.0,40692
breakaway11,5.5,38364
Swaro46,7.0,171623
Luds,7.0,122889
Xvimsi,8.5,195372
quantumguitar,3.0,21464
luckymeadows,8.0,27364
Eselbeus,5.0,6887
erikclaes1981,7.0,271319
neljandik,7.0,173096
minirich,6.0,258
RoaringPossum,6.0,29736
babaali,8.0,270970
Kokoruto,7.0,36480
blarblar,9.0,146021
